filename,width,height,class,xmin,ymin,xmax,ymax
fourth_024_png_jpg.rf.1f18f081fbd700d1fea38dabd86dde4c.jpg,1280,720,person,1051,43,1070,102
fourth_024_png_jpg.rf.1f18f081fbd700d1fea38dabd86dde4c.jpg,1280,720,person,712,161,741,238
fourth_024_png_jpg.rf.1f18f081fbd700d1fea38dabd86dde4c.jpg,1280,720,person,1012,78,1031,101
fourth_024_png_jpg.rf.1f18f081fbd700d1fea38dabd86dde4c.jpg,1280,720,person,688,154,713,208
fourth_024_png_jpg.rf.1f18f081fbd700d1fea38dabd86dde4c.jpg,1280,720,person,687,165,702,205
2008_003134_jpg.rf.abe54d2b70ef6c864517f817d8de7574.jpg,500,334,person,33,73,254,333
2008_003134_jpg.rf.abe54d2b70ef6c864517f817d8de7574.jpg,500,334,person,230,90,482,333
fourth_030_png_jpg.rf.6e4949cd235341440d00bd3fc1094493.jpg,1144,642,person,423,3,1073,327
fourth_030_png_jpg.rf.6e4949cd235341440d00bd3fc1094493.jpg,1144,642,person,55,341,183,630
fourth_030_png_jpg.rf.6e4949cd235341440d00bd3fc1094493.jpg,1144,642,person,769,458,1133,642
fourth_030_png_jpg.rf.6e4949cd235341440d00bd3fc1094493.jpg,1144,642,person,682,447,835,642
fourth_030_png_jpg.rf.6e4949cd235341440d00bd3fc1094493.jpg,1144,642,person,465,475,693,642
2010_004318_jpg.rf.03cb13b8e455fb58c18757eefc3bf7e7.jpg,438,328,person,0,15,135,170
2010_004318_jpg.rf.03cb13b8e455fb58c18757eefc3bf7e7.jpg,438,328,person,305,16,438,170
2010_004318_jpg.rf.03cb13b8e455fb58c18757eefc3bf7e7.jpg,438,328,person,315,245,344,278
2008_003417_jpg.rf.0a6a1ac2a80fc2ac8ed24db0f9da89ae.jpg,366,500,person,0,116,67,266
2008_003417_jpg.rf.0a6a1ac2a80fc2ac8ed24db0f9da89ae.jpg,366,500,person,0,12,50,173
2008_003417_jpg.rf.0a6a1ac2a80fc2ac8ed24db0f9da89ae.jpg,366,500,person,102,6,365,490
2008_003417_jpg.rf.0a6a1ac2a80fc2ac8ed24db0f9da89ae.jpg,366,500,person,240,144,297,379
fourth_026_png_jpg.rf.9f57f2803677d733692a9d9209f8be07.jpg,1280,720,person,622,160,667,294
fourth_026_png_jpg.rf.9f57f2803677d733692a9d9209f8be07.jpg,1280,720,person,1014,87,1057,183
fourth_026_png_jpg.rf.9f57f2803677d733692a9d9209f8be07.jpg,1280,720,person,894,125,934,234
fourth_026_png_jpg.rf.9f57f2803677d733692a9d9209f8be07.jpg,1280,720,person,1008,48,1030,106
fourth_026_png_jpg.rf.9f57f2803677d733692a9d9209f8be07.jpg,1280,720,person,721,110,769,214
2008_003151_jpg.rf.af75f648d9a7b0c6a3b23d973ad6c06c.jpg,444,332,person,169,61,186,172
2008_003151_jpg.rf.af75f648d9a7b0c6a3b23d973ad6c06c.jpg,444,332,person,186,0,413,219
2008_003151_jpg.rf.af75f648d9a7b0c6a3b23d973ad6c06c.jpg,444,332,person,72,311,95,332
2008_003151_jpg.rf.af75f648d9a7b0c6a3b23d973ad6c06c.jpg,444,332,person,111,317,140,332
2008_003151_jpg.rf.af75f648d9a7b0c6a3b23d973ad6c06c.jpg,444,332,person,362,287,418,332
2008_003151_jpg.rf.af75f648d9a7b0c6a3b23d973ad6c06c.jpg,444,332,person,286,295,317,332
2008_003151_jpg.rf.af75f648d9a7b0c6a3b23d973ad6c06c.jpg,444,332,person,254,304,286,331
0PJKAIHB0TLE_jpg.rf.9452e5cc59461755fab0d3b0a5181271.jpg,500,375,person,120,72,368,374

2009_002338_jpg.rf.6d82b31eb9daf1b8924c43518b99f261.jpg,500,334,person,0,122,53,333
2009_002338_jpg.rf.6d82b31eb9daf1b8924c43518b99f261.jpg,500,334,person,248,96,365,333
2009_002338_jpg.rf.6d82b31eb9daf1b8924c43518b99f261.jpg,500,334,person,84,115,291,333
2009_002338_jpg.rf.6d82b31eb9daf1b8924c43518b99f261.jpg,500,334,person,127,115,183,211
2009_002338_jpg.rf.6d82b31eb9daf1b8924c43518b99f261.jpg,500,334,person,375,96,435,248
2009_002338_jpg.rf.6d82b31eb9daf1b8924c43518b99f261.jpg,500,334,person,445,146,499,275
2009_002338_jpg.rf.6d82b31eb9daf1b8924c43518b99f261.jpg,500,334,person,429,94,499,279
point03_211_png_jpg.rf.25e1563d82c88a0f8114c6da5cc5181f.jpg,1114,626,person,17,0,173,282
point03_211_png_jpg.rf.25e1563d82c88a0f8114c6da5cc5181f.jpg,1114,626,person,0,426,22,517
point03_211_png_jpg.rf.25e1563d82c88a0f8114c6da5cc5181f.jpg,1114,626,person,88,430,168,546
point03_211_png_jpg.rf.25e1563d82c88a0f8114c6da5cc5181f.jpg,1114,626,person,230,455,385,626
point03_211_png_jpg.rf.25e1563d82c88a0f8114c6da5cc5181f.jpg,1114,626,person,421,413,624,620
2010_006197_jpg.rf.5718f39ed96ca2279542a2b56a9160ab.jpg,375,500,person,283,302,309,337
2010_006197_jpg.rf.5718f39ed96ca2279542a2b56a9160ab.jpg,375,500,person,209,288,264,408
2010_006197_jpg.rf.5718f39ed96ca2279542a2b56a9160ab.jpg,375,500,person,92,280,202,499
point06_25_png_jpg.rf.d786a4ef0b3712d0b8f42f0eee302811.jpg,1280,720,person,675,316,881,711
2009_002374_jpg.rf.f56a12e7e410904389f721d6cbbf320d.jpg,1206,678,person,668,99,726,171
2009_002374_jpg.rf.f56a12e7e410904389f721d6cbbf320d.jpg,1206,678,person,26,619,117,678
2009_002374_jpg.rf.f56a12e7e410904389f721d6cbbf320d.jpg,1206,678,person,1129,581,1206,678
2009_002374_jpg.rf.f56a12e7e410904389f721d6cbbf320d.jpg,1206,678,person,1027,582,1112,678
2009_002374_jpg.rf.f56a12e7e410904389f721d6cbbf320d.jpg,1206,678,person,868,345,919,405
2009_002374_jpg.rf.f56a12e7e410904389f721d6cbbf320d.jpg,1206,678,person,731,345,771,397
2009_002374_jpg.rf.f56a12e7e410904389f721d6cbbf320d.jpg,1206,678,person,701,345,733,418
third_246_png_jpg.rf.e780d36d2d16af2aa17a1d823128b6eb.jpg,1280,720,person,650,167,683,250
third_246_png_jpg.rf.e780d36d2d16af2aa17a1d823128b6eb.jpg,1280,720,person,834,163,855,226
2008_003160_jpg.rf.711c2fd5bf81195191ccff2d6ab14cde.jpg,4056,3042,person,1884,1212,2115,1723
2008_003160_jpg.rf.711c2fd5bf81195191ccff2d6ab14cde.jpg,4056,3042,person,2542,81,2680,385
2008_003160_jpg.rf.711c2fd5bf81195191ccff2d6ab14cde.jpg,4056,3042,person,2734,50,2857,354
2008_003160_jpg.rf.711c2fd5bf81195191ccff2d6ab14cde.jpg,4056,3042,person,2957,0,3057,138
2008_003160_jpg.rf.711c2fd5bf81195191ccff2d6ab14cde.jpg,4056,3042,person,3230,0,3322,234
2008_003160_jpg.rf.711c2fd5bf81195191ccff2d6ab14cde.jpg,4056,3042,person,3072,0,3164,84
2008_003160_jpg.rf.711c2fd5bf81195191ccff2d6ab14cde.jpg,4056,3042,person,1582,1764,1662,2033
2008_003160_jpg.rf.711c2fd5bf81195191ccff2d6ab14cde.jpg,4056,3042,person,1127,1764,1567,2072
2008_003160_jpg.rf.711c2fd5bf81195191ccff2d6ab14cde.jpg,4056,3042,person,380,1764,858,2020
2008_003160_jpg.rf.711c2fd5bf81195191ccff2d6ab14cde.jpg,4056,3042,person,0,1764,448,3042
2008_003160_jpg.rf.711c2fd5bf81195191ccff2d6ab14cde.jpg,4056,3042,person,3027,2076,3238,2339
2008_003160_jpg.rf.711c2fd5bf81195191ccff2d6ab14cde.jpg,4056,3042,person,1896,2073,2261,2400

2008_002809_jpg.rf.4fdb1f8968839d0edaa6b23d80000deb.jpg,482,360,person,144,0,241,55
2008_002809_jpg.rf.4fdb1f8968839d0edaa6b23d80000deb.jpg,482,360,person,223,0,337,118
2008_002809_jpg.rf.4fdb1f8968839d0edaa6b23d80000deb.jpg,482,360,person,337,40,412,118
2008_002809_jpg.rf.4fdb1f8968839d0edaa6b23d80000deb.jpg,482,360,person,127,152,229,343
2008_002809_jpg.rf.4fdb1f8968839d0edaa6b23d80000deb.jpg,482,360,person,390,118,482,360
images-21-_jpg.rf.b9ba350a94d514c2c59ef8bc3ed24fd4.jpg,3498,1966,person,749,311,962,1171
images-21-_jpg.rf.b9ba350a94d514c2c59ef8bc3ed24fd4.jpg,3498,1966,person,922,379,1143,1134
images-21-_jpg.rf.b9ba350a94d514c2c59ef8bc3ed24fd4.jpg,3498,1966,person,2658,229,2721,346
images-21-_jpg.rf.b9ba350a94d514c2c59ef8bc3ed24fd4.jpg,3498,1966,person,2776,217,2843,367
images-21-_jpg.rf.b9ba350a94d514c2c59ef8bc3ed24fd4.jpg,3498,1966,person,2366,275,2414,383
fourth_025_png_jpg.rf.c7c5c863097199c529320493795bcb99.jpg,1280,720,person,1016,87,1058,183
fourth_025_png_jpg.rf.c7c5c863097199c529320493795bcb99.jpg,1280,720,person,894,126,934,234
fourth_025_png_jpg.rf.c7c5c863097199c529320493795bcb99.jpg,1280,720,person,621,160,666,294
fourth_025_png_jpg.rf.c7c5c863097199c529320493795bcb99.jpg,1280,720,person,729,127,778,212
fourth_025_png_jpg.rf.c7c5c863097199c529320493795bcb99.jpg,1280,720,person,1009,49,1031,106
2008_002942_jpg.rf.106a4733bc5a5b34015f5c252cc3825f.jpg,500,467,person,0,0,499,337
2008_006253_jpg.rf.9eefdea718fb4375fcd35813ea3da3b1.jpg,428,500,person,117,18,327,433
2008_002838_jpg.rf.d6d9c55120b3a420688e0eb59a894e0d.jpg,470,456,person,81,68,249,291
2008_002838_jpg.rf.d6d9c55120b3a420688e0eb59a894e0d.jpg,470,456,person,0,167,92,291
2008_002838_jpg.rf.d6d9c55120b3a420688e0eb59a894e0d.jpg,470,456,person,0,0,249,291
2008_002838_jpg.rf.d6d9c55120b3a420688e0eb59a894e0d.jpg,470,456,person,327,291,407,409
IV8TLVKXHSSF_jpg.rf.41f7ff32a4e73b09d008a7019755afc9.jpg,468,468,person,243,0,413,219
IV8TLVKXHSSF_jpg.rf.41f7ff32a4e73b09d008a7019755afc9.jpg,468,468,person,90,222,183,446
IV8TLVKXHSSF_jpg.rf.41f7ff32a4e73b09d008a7019755afc9.jpg,468,468,person,10,228,97,461
IV8TLVKXHSSF_jpg.rf.41f7ff32a4e73b09d008a7019755afc9.jpg,468,468,person,383,288,468,452
IV8TLVKXHSSF_jpg.rf.41f7ff32a4e73b09d008a7019755afc9.jpg,468,468,person,243,274,360,468
2008_006250_jpg.rf.75e2bade6bc82f3701f713b1d20ef44d.jpg,500,375,person,35,1,300,374
2008_006250_jpg.rf.75e2bade6bc82f3701f713b1d20ef44d.jpg,500,375,person,180,155,292,359
2009_002000_jpg.rf.c4a5fc255dc7b1c0c2fd6c430d13ab3a.jpg,492,492,person,0,329,206,492
2009_001988_jpg.rf.26a58daf595af9e52cd21825a301db5f.jpg,632,630,person,549,149,620,386
2009_001988_jpg.rf.26a58daf595af9e52cd21825a301db5f.jpg,632,630,person,513,121,551,261
2009_001988_jpg.rf.26a58daf595af9e52cd21825a301db5f.jpg,632,630,person,611,182,632,377
2009_001988_jpg.rf.26a58daf595af9e52cd21825a301db5f.jpg,632,630,person,489,81,507,138
2009_001988_jpg.rf.26a58daf595af9e52cd21825a301db5f.jpg,632,630,person,379,70,392,116
2009_001988_jpg.rf.26a58daf595af9e52cd21825a301db5f.jpg,632,630,person,416,71,432,119
2009_001988_jpg.rf.26a58daf595af9e52cd21825a301db5f.jpg,632,630,person,613,493,632,630
2009_001988_jpg.rf.26a58daf595af9e52cd21825a301db5f.jpg,632,630,person,566,501,606,608
2009_001988_jpg.rf.26a58daf595af9e52cd21825a301db5f.jpg,632,630,person,527,506,557,599
2009_002040_jpg.rf.7356a8fe90e0ea98c0f59c6314eda4de.jpg,486,486,person,238,0,486,272
fourth_027_png_jpg.rf.ad93692f1a4da82a7e32d2cfb27b8212.jpg,1130,634,person,796,366,1130,634
fourth_029_png_jpg.rf.861466c78ca33ada9dcec8c23080d0fe.jpg,1220,686,person,161,0,202,61
fourth_029_png_jpg.rf.861466c78ca33ada9dcec8c23080d0fe.jpg,1220,686,person,435,42,484,123
fourth_029_png_jpg.rf.861466c78ca33ada9dcec8c23080d0fe.jpg,1220,686,person,348,0,409,37
fourth_029_png_jpg.rf.861466c78ca33ada9dcec8c23080d0fe.jpg,1220,686,person,895,150,1117,488
fourth_029_png_jpg.rf.861466c78ca33ada9dcec8c23080d0fe.jpg,1220,686,person,788,0,1116,487
2010_006342_jpg.rf.bd892c135c6d14b4e7852d148c74cb0f.jpg,1260,708,person,0,0,357,453
2010_006342_jpg.rf.bd892c135c6d14b4e7852d148c74cb0f.jpg,1260,708,person,887,110,953,301
2010_006342_jpg.rf.bd892c135c6d14b4e7852d148c74cb0f.jpg,1260,708,person,771,0,810,87
2010_006342_jpg.rf.bd892c135c6d14b4e7852d148c74cb0f.jpg,1260,708,person,726,8,763,74
2010_006342_jpg.rf.bd892c135c6d14b4e7852d148c74cb0f.jpg,1260,708,person,716,453,1260,708
2010_004878_jpg.rf.121ba15b69125dcf654a8ee9fb25c467.jpg,484,484,person,42,0,87,279
2008_003147_jpg.rf.f0afa1e2ce9d0f0fb0466ae410159d7d.jpg,1136,638,person,240,328,446,638
2008_003147_jpg.rf.f0afa1e2ce9d0f0fb0466ae410159d7d.jpg,1136,638,person,406,288,664,638
2008_003147_jpg.rf.f0afa1e2ce9d0f0fb0466ae410159d7d.jpg,1136,638,person,21,353,262,638
2008_003147_jpg.rf.f0afa1e2ce9d0f0fb0466ae410159d7d.jpg,1136,638,person,994,616,1047,638
2008_003147_jpg.rf.f0afa1e2ce9d0f0fb0466ae410159d7d.jpg,1136,638,person,895,508,969,638
2008_003147_jpg.rf.f0afa1e2ce9d0f0fb0466ae410159d7d.jpg,1136,638,person,795,419,895,638
2008_003147_jpg.rf.f0afa1e2ce9d0f0fb0466ae410159d7d.jpg,1136,638,person,777,447,787,475
2008_003178_jpg.rf.365cde693a69370b9056d5a19cbe1180.jpg,1226,690,person,930,28,1143,188
2008_003178_jpg.rf.365cde693a69370b9056d5a19cbe1180.jpg,1226,690,person,536,305,576,390
2008_003178_jpg.rf.365cde693a69370b9056d5a19cbe1180.jpg,1226,690,person,518,241,555,286
2008_003178_jpg.rf.365cde693a69370b9056d5a19cbe1180.jpg,1226,690,person,779,325,948,543
2008_006235_jpg.rf.4303730a4660bc72dff21769a5c5c945.jpg,375,500,person,0,157,56,433
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,488,294,1320,963
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,77,669,262,997
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,274,672,494,940
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,3926,539,4018,816
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,4084,447,4176,666
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,4019,316,4107,562
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,3530,197,3561,424
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,3430,228,3495,428
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,2661,1239,2838,1673
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,2796,174,2907,343
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,2946,227,3042,381
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,3015,224,3115,401
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,3184,116,3261,327
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,3142,139,3207,374
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,2757,86,2819,247
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,2660,109,2709,259
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,2607,170,2692,358
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,2669,174,2746,343
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,1062,1919,1556,3140
2009_002382_jpg.rf.25d2265397d2dcf3353aac654fe96783.jpg,4186,3140,person,943,1785,1406,3114
2009_001997_jpg.rf.ca1d1015cf7d1e3438aabfbc012a0a5d.jpg,1180,662,person,382,283,387,303
2009_001997_jpg.rf.ca1d1015cf7d1e3438aabfbc012a0a5d.jpg,1180,662,person,327,280,339,309
2009_001997_jpg.rf.ca1d1015cf7d1e3438aabfbc012a0a5d.jpg,1180,662,person,684,17,1137,496
2009_001997_jpg.rf.ca1d1015cf7d1e3438aabfbc012a0a5d.jpg,1180,662,person,240,524,497,635
2009_001997_jpg.rf.ca1d1015cf7d1e3438aabfbc012a0a5d.jpg,1180,662,person,0,520,114,662
2009_001997_jpg.rf.ca1d1015cf7d1e3438aabfbc012a0a5d.jpg,1180,662,person,129,543,254,627
2009_001997_jpg.rf.ca1d1015cf7d1e3438aabfbc012a0a5d.jpg,1180,662,person,0,518,343,662
2009_001997_jpg.rf.ca1d1015cf7d1e3438aabfbc012a0a5d.jpg,1180,662,person,955,567,1180,662
2008_002869_jpg.rf.25440b6c8aad14911c8d554081bce61c.jpg,494,370,person,76,121,237,225
2008_002869_jpg.rf.25440b6c8aad14911c8d554081bce61c.jpg,494,370,person,137,107,212,195
2008_002869_jpg.rf.25440b6c8aad14911c8d554081bce61c.jpg,494,370,person,22,271,36,313
2008_002869_jpg.rf.25440b6c8aad14911c8d554081bce61c.jpg,494,370,person,443,258,466,369
2008_002847_jpg.rf.75c4386aa21daf20bf65d70a69551769.jpg,616,370,person,430,165,453,188
2008_002847_jpg.rf.75c4386aa21daf20bf65d70a69551769.jpg,616,370,person,252,199,286,336
2008_002847_jpg.rf.75c4386aa21daf20bf65d70a69551769.jpg,616,370,person,450,197,479,272
2008_002847_jpg.rf.75c4386aa21daf20bf65d70a69551769.jpg,616,370,person,394,188,442,256
2008_002847_jpg.rf.75c4386aa21daf20bf65d70a69551769.jpg,616,370,person,366,188,415,205
2008_002864_jpg.rf.f8bb96f3c8fc5d723dd9304051bc5792.jpg,482,482,person,0,0,167,144
2008_002864_jpg.rf.f8bb96f3c8fc5d723dd9304051bc5792.jpg,482,482,person,95,267,164,449
2008_002864_jpg.rf.f8bb96f3c8fc5d723dd9304051bc5792.jpg,482,482,person,83,290,116,436
2008_002864_jpg.rf.f8bb96f3c8fc5d723dd9304051bc5792.jpg,482,482,person,365,211,373,240
2008_002864_jpg.rf.f8bb96f3c8fc5d723dd9304051bc5792.jpg,482,482,person,381,208,390,246
2008_002864_jpg.rf.f8bb96f3c8fc5d723dd9304051bc5792.jpg,482,482,person,326,222,332,250
2008_002823_jpg.rf.94eb56ac1a7e0411c6e446c974ae1232.jpg,446,446,person,0,0,151,214
2008_002823_jpg.rf.94eb56ac1a7e0411c6e446c974ae1232.jpg,446,446,person,344,0,446,214
2008_002823_jpg.rf.94eb56ac1a7e0411c6e446c974ae1232.jpg,446,446,person,0,214,151,446
2009_002010_jpg.rf.870575d9d92ee1d26b303ff2c1fc5ed1.jpg,1260,708,person,959,0,1183,236
2009_002010_jpg.rf.870575d9d92ee1d26b303ff2c1fc5ed1.jpg,1260,708,person,630,0,753,243
2009_002010_jpg.rf.870575d9d92ee1d26b303ff2c1fc5ed1.jpg,1260,708,person,693,5,862,149
2009_002010_jpg.rf.870575d9d92ee1d26b303ff2c1fc5ed1.jpg,1260,708,person,140,290,451,693
2009_002010_jpg.rf.870575d9d92ee1d26b303ff2c1fc5ed1.jpg,1260,708,person,1096,399,1141,533
2009_002010_jpg.rf.870575d9d92ee1d26b303ff2c1fc5ed1.jpg,1260,708,person,1204,366,1253,451
2009_002003_jpg.rf.2282d18411237ba07938f4c456375410.jpg,1206,678,person,554,303,569,354
2009_002003_jpg.rf.2282d18411237ba07938f4c456375410.jpg,1206,678,person,673,515,1177,670
2008_002831_jpg.rf.bb501076634d9a50fb2de91c54dffc9e.jpg,440,440,person,0,0,242,154
2008_002831_jpg.rf.bb501076634d9a50fb2de91c54dffc9e.jpg,440,440,person,266,0,361,154
2008_002831_jpg.rf.bb501076634d9a50fb2de91c54dffc9e.jpg,440,440,person,80,163,160,410
2008_002831_jpg.rf.bb501076634d9a50fb2de91c54dffc9e.jpg,440,440,person,397,171,432,265
2009_002019_jpg.rf.fd60935c7660a765bbdb88e927cbae41.jpg,610,406,person,57,233,207,406
2009_002019_jpg.rf.fd60935c7660a765bbdb88e927cbae41.jpg,610,406,person,190,203,207,265
2009_002019_jpg.rf.fd60935c7660a765bbdb88e927cbae41.jpg,610,406,person,210,203,551,406
2008_002866_jpg.rf.e897c2a2dd531ff01d6fab013b532e24.jpg,444,444,person,187,173,205,208
2008_002866_jpg.rf.e897c2a2dd531ff01d6fab013b532e24.jpg,444,444,person,167,174,186,210
2008_002866_jpg.rf.e897c2a2dd531ff01d6fab013b532e24.jpg,444,444,person,383,0,412,8
2008_002866_jpg.rf.e897c2a2dd531ff01d6fab013b532e24.jpg,444,444,person,337,0,371,189
2008_002866_jpg.rf.e897c2a2dd531ff01d6fab013b532e24.jpg,444,444,person,54,297,179,425
2008_002866_jpg.rf.e897c2a2dd531ff01d6fab013b532e24.jpg,444,444,person,0,297,48,444
2008_002811_jpg.rf.19ea1fe5608ceb1ff403a57418088980.jpg,484,484,person,64,0,237,183
2008_002826_jpg.rf.ef65f32cbb9f3457ffe33662de6b3184.jpg,1172,658,person,1010,105,1137,355
2008_002826_jpg.rf.ef65f32cbb9f3457ffe33662de6b3184.jpg,1172,658,person,222,355,518,641
2009_001977_jpg.rf.c654654579a9cd63ce8b6a3d5102a88a.jpg,1234,694,person,592,5,1071,298
